,type,id,properties.mag,properties.place,properties.time,properties.updated,properties.tz,properties.url,properties.detail,properties.felt,properties.cdi,properties.mmi,properties.alert,properties.status,properties.tsunami,properties.sig,properties.net,properties.code,properties.ids,properties.sources,properties.types,properties.nst,properties.dmin,properties.rms,properties.gap,properties.magType,properties.type,properties.title,geometry.type,geometry.coordinates
7623,Feature,nc75068801,0.76,"7 km NW of The Geysers, CA",1727734487600,1727741362943,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75068801,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75068801&format=geojson,,,,,automatic,0,9,nc,75068801,",nc75068801,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.01004,0.01,68.0,md,earthquake,"M 0.8 - 7 km NW of The Geysers, CA",Point,"[-122.820335388184, 38.8161659240723, 2.79999995231628]"
7624,Feature,hv74483487,1.70000005,"4 km SSW of Pāhala, Hawaii",1727734424110,1727734507840,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74483487,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74483487&format=geojson,,,,,automatic,0,44,hv,74483487,",hv74483487,",",hv,",",origin,phase-data,",27.0,0.03687,0.119999997,240.0,md,earthquake,"M 1.7 - 4 km SSW of Pāhala, Hawaii",Point,"[-155.498672485352, 19.1683330535889, 30.8600006103516]"
7625,Feature,ci40749223,1.4,"8 km S of Mojave, CA",1727734044720,1727796053613,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40749223,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40749223&format=geojson,,,,,reviewed,0,30,ci,40749223,",ci40749223,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.1127,0.24,53.0,ml,quarry blast,"M 1.4 Quarry Blast - 8 km S of Mojave, CA",Point,"[-118.186, 34.9861667, -0.91]"
7626,Feature,ci40749215,1.58,"25 km NW of Grapevine, CA",1727733927690,1727794374448,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40749215,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40749215&format=geojson,,,,,reviewed,0,38,ci,40749215,",ci40749215,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.05286,0.21,105.0,ml,earthquake,"M 1.6 - 25 km NW of Grapevine, CA",Point,"[-119.1235, 35.1003333, 14.74]"
7627,Feature,nn00885415,1.5,"8 km E of Sparks, Nevada",1727733887208,1727735231057,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00885415,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00885415&format=geojson,,,,,automatic,0,35,nn,00885415,",nn00885415,",",nn,",",origin,phase-data,",10.0,0.209,0.2596,93.29000000000002,ml,explosion,"M 1.5 Explosion - 8 km E of Sparks, Nevada",Point,"[-119.6575, 39.5208, 0.1]"
7628,Feature,pr71461443,2.6,"5 km E of La Parguera, Puerto Rico",1727733867610,1727735612100,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71461443,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71461443&format=geojson,,,,,reviewed,0,104,pr,71461443,",pr71461443,",",pr,",",origin,phase-data,",18.0,0.04448,0.17,170.0,md,earthquake,"M 2.6 - 5 km E of La Parguera, Puerto Rico",Point,"[-66.9975, 17.9701666666667, 6.27]"
7629,Feature,ak024cli2zta,0.9,"53 km SSW of Skwentna, Alaska",1727733305422,1727748053220,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024cli2zta,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024cli2zta&format=geojson,,,,,automatic,0,12,ak,024cli2zta,",av93293408,ak024cli2zta,",",av,ak,",",origin,phase-data,",,,0.11,,ml,earthquake,"M 0.9 - 53 km SSW of Skwentna, Alaska",Point,"[-151.8597, 61.5641, 13.9]"
7630,Feature,uw62042882,0.5,"26 km NNE of Packwood, Washington",1727733224400,1727748293280,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62042882,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62042882&format=geojson,,,,,reviewed,0,4,uw,62042882,",uw62042882,",",uw,",",origin,phase-data,",14.0,0.08597,0.19,238.0,ml,earthquake,"M 0.5 - 26 km NNE of Packwood, Washington",Point,"[-121.52666666666667, 46.8265, -1]"
7631,Feature,hv74483447,1.79,"14 km S of Fern Forest, Hawaii",1727732160760,1727732333870,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74483447,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74483447&format=geojson,,,,,automatic,0,49,hv,74483447,",hv74483447,",",hv,",",origin,phase-data,",45.0,0.04682,0.230000004,94.0,ml,earthquake,"M 1.8 - 14 km S of Fern Forest, Hawaii",Point,"[-155.15299987793, 19.3349990844727, 1.71000003814697]"
7632,Feature,ci40749167,1.11,"4 km NW of Aguanga, CA",1727731421390,1727793607375,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40749167,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40749167&format=geojson,,,,,reviewed,0,19,ci,40749167,",ci40749167,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",48.0,0.01874,0.19,28.0,ml,earthquake,"M 1.1 - 4 km NW of Aguanga, CA",Point,"[-116.891, 33.474, 13.23]"
7633,Feature,tx2024tglo,1.7,"60 km S of Whites City, New Mexico",1727731327685,1727802627815,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024tglo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024tglo&format=geojson,,,,,reviewed,0,44,tx,2024tglo,",tx2024tglo,",",tx,",",origin,phase-data,",17.0,0.0,0.1,83.0,ml,earthquake,"M 1.7 - 60 km S of Whites City, New Mexico",Point,"[-104.474, 31.632, 7.8687]"
7634,Feature,us7000nmey,4.6,Bouvet Island region,1727730857212,1730066224040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000nmey,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000nmey&format=geojson,,,,,reviewed,0,326,us,7000nmey,",us7000nmey,",",us,",",origin,phase-data,",20.0,17.554,1.13,98.0,mb,earthquake,M 4.6 - Bouvet Island region,Point,"[5.226, -54.5329, 10]"
7635,Feature,nc75068781,0.65,"7 km WNW of Cobb, CA",1727730700110,1727730798592,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75068781,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75068781&format=geojson,,,,,automatic,0,6,nc,75068781,",nc75068781,",",nc,",",nearby-cities,origin,phase-data,",13.0,0.007718,0.02,69.0,md,earthquake,"M 0.7 - 7 km WNW of Cobb, CA",Point,"[-122.799499511719, 38.8354988098145, 2.00999999046326]"
7636,Feature,ci40749143,0.16,"20 km ESE of Little Lake, CA",1727730381700,1727808377436,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40749143,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40749143&format=geojson,,,,,reviewed,0,0,ci,40749143,",ci40749143,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.05917,0.12,68.0,ml,earthquake,"M 0.2 - 20 km ESE of Little Lake, CA",Point,"[-117.6845, 35.8955, 10.26]"
7637,Feature,ok2024tgka,1.7,"4 km W of Cushing, Oklahoma",1727730278810,1727736666514,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024tgka,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024tgka&format=geojson,,,,,reviewed,0,44,ok,2024tgka,",ok2024tgka,",",ok,",",origin,phase-data,",69.0,0.0,0.21,38.0,ml,earthquake,"M 1.7 - 4 km W of Cushing, Oklahoma",Point,"[-96.81733333, 35.98383333, 5.7]"
7638,Feature,nc75068776,1.26,"1 km SSE of Ridgemark, CA",1727730251610,1727780842711,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75068776,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75068776&format=geojson,,,,,reviewed,0,24,nc,75068776,",nc75068776,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.04872,0.08,62.0,md,earthquake,"M 1.3 - 1 km SSE of Ridgemark, CA",Point,"[-121.358666666667, 36.8056666666667, 8.6]"
7639,Feature,nc75068756,0.22,"10 km WNW of Cobb, CA",1727729964700,1727730062219,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75068756,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75068756&format=geojson,,,,,automatic,0,1,nc,75068756,",nc75068756,",",nc,",",nearby-cities,origin,phase-data,",8.0,0.007074,0.02,121.0,md,earthquake,"M 0.2 - 10 km WNW of Cobb, CA",Point,"[-122.830497741699, 38.8445014953613, 1.26999998092651]"
7640,Feature,ci40749127,0.59,"15 km ESE of Anza, CA",1727729905950,1727790744756,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40749127,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40749127&format=geojson,,,,,reviewed,0,5,ci,40749127,",ci40749127,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.04171,0.1,68.0,ml,earthquake,"M 0.6 - 15 km ESE of Anza, CA",Point,"[-116.5193333, 33.5168333, 10.64]"
7641,Feature,nc75068746,1.14,"8 km NNW of The Geysers, CA",1727729760000,1727737934541,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75068746,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75068746&format=geojson,,,,,automatic,0,20,nc,75068746,",nc75068746,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.009586,0.01,79.0,md,earthquake,"M 1.1 - 8 km NNW of The Geysers, CA",Point,"[-122.817832946777, 38.8308334350586, 1.83000004291534]"
7642,Feature,hv74483382,1.95000005,"6 km S of Pāhala, Hawaii",1727729400270,1727729502810,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74483382,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74483382&format=geojson,,,,,automatic,0,59,hv,74483382,",hv74483382,",",hv,",",origin,phase-data,",35.0,0.01448,0.150000006,174.0,md,earthquake,"M 2.0 - 6 km S of Pāhala, Hawaii",Point,"[-155.471832275391, 19.1441669464111, 31]"
7643,Feature,nc75068741,1.08,"7 km NW of The Geysers, CA",1727729217170,1727729313280,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75068741,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75068741&format=geojson,,,,,automatic,0,18,nc,75068741,",nc75068741,",",nc,",",nearby-cities,origin,phase-data,",20.0,0.00815,0.01,47.0,md,earthquake,"M 1.1 - 7 km NW of The Geysers, CA",Point,"[-122.814002990723, 38.8158340454102, 2.84999990463257]"
7644,Feature,nc75068736,0.95,"10 km WNW of Cobb, CA",1727728819020,1727732535881,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75068736,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75068736&format=geojson,,,,,automatic,0,14,nc,75068736,",nc75068736,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.01184,0.04,93.0,md,earthquake,"M 1.0 - 10 km WNW of Cobb, CA",Point,"[-122.831832885742, 38.8448333740234, 0.699999988079071]"
7645,Feature,ak024clhe6s6,1.5,"68 km ENE of Pedro Bay, Alaska",1727728775469,1727728919416,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024clhe6s6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024clhe6s6&format=geojson,,,,,automatic,0,35,ak,024clhe6s6,",ak024clhe6s6,",",ak,",",origin,phase-data,",,,0.88,,ml,earthquake,"M 1.5 - 68 km ENE of Pedro Bay, Alaska",Point,"[-153.0625, 60.1125, 100]"
7646,Feature,ok2024tgjd,1.25,"8 km NW of Prague, Oklahoma",1727728591429,1727735540355,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024tgjd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024tgjd&format=geojson,,,,,reviewed,0,24,ok,2024tgjd,",ok2024tgjd,",",ok,",",origin,phase-data,",25.0,0.01619682163,0.19,86.0,ml,earthquake,"M 1.3 - 8 km NW of Prague, Oklahoma",Point,"[-96.75683333, 35.53366667, 6.24]"
7647,Feature,uu80083676,0.78,"16 km NE of Milford, Utah",1727728416780,1727729420840,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80083676,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80083676&format=geojson,,,,,reviewed,0,9,uu,80083676,",uu80083676,",",uu,",",origin,phase-data,",13.0,0.005272,0.1,49.0,md,earthquake,"M 0.8 - 16 km NE of Milford, Utah",Point,"[-112.880166666667, 38.5001666666667, 1.73]"
7648,Feature,nc75068731,0.69,"8 km WNW of Cobb, CA",1727728286020,1727728383138,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75068731,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75068731&format=geojson,,,,,automatic,0,7,nc,75068731,",nc75068731,",",nc,",",nearby-cities,origin,phase-data,",10.0,0.01212,0.02,101.0,md,earthquake,"M 0.7 - 8 km WNW of Cobb, CA",Point,"[-122.811164855957, 38.8354988098145, 2.02999997138977]"
7649,Feature,nc75068726,0.95,"10 km WNW of Cobb, CA",1727728252000,1727728348393,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75068726,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75068726&format=geojson,,,,,automatic,0,14,nc,75068726,",nc75068726,",",nc,",",nearby-cities,origin,phase-data,",16.0,0.004812,0.03,89.0,md,earthquake,"M 1.0 - 10 km WNW of Cobb, CA",Point,"[-122.833000183105, 38.8429985046387, 0.959999978542328]"
7650,Feature,us7000nhb9,4.1,"60 km W of Murghob, Tajikistan",1727728166407,1730039243040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000nhb9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000nhb9&format=geojson,,,,,reviewed,0,259,us,7000nhb9,",us7000nhb9,",",us,",",origin,phase-data,",21.0,2.703,0.81,122.0,mb,earthquake,"M 4.1 - 60 km W of Murghob, Tajikistan",Point,"[73.2726, 38.1419, 10]"
7651,Feature,nc75068716,0.69,"9 km WNW of Cobb, CA",1727728102330,1727736566377,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75068716,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75068716&format=geojson,,,,,automatic,0,7,nc,75068716,",nc75068716,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.007851,0.01,130.0,md,earthquake,"M 0.7 - 9 km WNW of Cobb, CA",Point,"[-122.827163696289, 38.8429985046387, 1.41999995708466]"
7652,Feature,uw62042857,0.31,"27 km E of Castle Rock, Washington",1727727853180,1727902339460,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62042857,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62042857&format=geojson,,,,,reviewed,0,1,uw,62042857,",uw62042857,",",uw,",",origin,phase-data,",10.0,0.01834,0.06,115.0,md,earthquake,"M 0.3 - 27 km E of Castle Rock, Washington",Point,"[-122.55383333333333, 46.286, 20.05]"
7653,Feature,ak024clha1zb,1.4,"39 km N of Rampart, Alaska",1727727603277,1727727727297,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024clha1zb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024clha1zb&format=geojson,,,,,automatic,0,30,ak,024clha1zb,",ak024clha1zb,",",ak,",",origin,phase-data,",,,0.52,,ml,earthquake,"M 1.4 - 39 km N of Rampart, Alaska",Point,"[-150.1371, 65.8573, 3.2]"
7654,Feature,nc75068711,0.81,"7 km WNW of Cobb, CA",1727727363370,1727730438620,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75068711,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75068711&format=geojson,,,,,automatic,0,10,nc,75068711,",nc75068711,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01279,0.01,161.0,md,earthquake,"M 0.8 - 7 km WNW of Cobb, CA",Point,"[-122.806663513184, 38.8373336791992, 1.82000005245209]"
7655,Feature,nc75068706,1.93,"8 km WNW of Cobb, CA",1727727270060,1727734643148,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75068706,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75068706&format=geojson,,,,,automatic,0,57,nc,75068706,",nc75068706,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",39.0,0.01216,0.04,35.0,md,earthquake,"M 1.9 - 8 km WNW of Cobb, CA",Point,"[-122.808334350586, 38.8354988098145, 2.00999999046326]"
7656,Feature,hv74483347,0.72,"7 km SW of Volcano, Hawaii",1727727203430,1727730520840,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74483347,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74483347&format=geojson,,,,,reviewed,0,8,hv,74483347,",hv74483347,",",hv,",",origin,phase-data,",18.0,0.007303,0.12,76.0,ml,earthquake,"M 0.7 - 7 km SW of Volcano, Hawaii",Point,"[-155.281333333333, 19.3961666666667, 2.75]"
7657,Feature,nc75068701,0.96,"2 km W of Anderson Springs, CA",1727726755750,1727733137951,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75068701,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75068701&format=geojson,,,,,automatic,0,14,nc,75068701,",nc75068701,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.009002,0.05,137.0,md,earthquake,"M 1.0 - 2 km W of Anderson Springs, CA",Point,"[-122.710670471191, 38.7695007324219, -0.610000014305115]"
7658,Feature,nc75068696,0.76,"7 km NW of The Geysers, CA",1727726614810,1727731467753,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75068696,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75068696&format=geojson,,,,,automatic,0,9,nc,75068696,",nc75068696,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.008684,0.02,128.0,md,earthquake,"M 0.8 - 7 km NW of The Geysers, CA",Point,"[-122.815170288086, 38.8156661987305, 3.07999992370605]"
7659,Feature,nc75068691,0.81,"7 km NW of The Geysers, CA",1727726449100,1727729978564,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75068691,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75068691&format=geojson,,,,,automatic,0,10,nc,75068691,",nc75068691,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.007617,0.01,95.0,md,earthquake,"M 0.8 - 7 km NW of The Geysers, CA",Point,"[-122.814666748047, 38.8166656494141, 3.0699999332428]"
7660,Feature,ok2024tghv,1.27,"7 km ENE of Drumright, Oklahoma",1727726254630,1727734962146,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024tghv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024tghv&format=geojson,,,,,reviewed,0,25,ok,2024tghv,",ok2024tghv,",",ok,",",origin,phase-data,",41.0,0.1763653911,0.42,59.0,ml,quarry blast,"M 1.3 Quarry Blast - 7 km ENE of Drumright, Oklahoma",Point,"[-96.52733333, 36.0175, 0]"
7661,Feature,us7000nhb0,4.3,"112 km SW of La Esperanza (El Zapotal), Mexico",1727726187614,1730047766040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000nhb0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000nhb0&format=geojson,,,,,reviewed,0,284,us,7000nhb0,",us7000nhb0,",",us,",",origin,phase-data,",35.0,1.574,0.58,167.0,mb,earthquake,"M 4.3 - 112 km SW of La Esperanza (El Zapotal), Mexico",Point,"[-93.7806, 14.6238, 10]"
7662,Feature,ak024clgupng,1.8,"30 km NW of Petersville, Alaska",1727725725088,1727725843021,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024clgupng,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024clgupng&format=geojson,,,,,automatic,0,50,ak,024clgupng,",ak024clgupng,",",ak,",",origin,phase-data,",,,0.46,,ml,earthquake,"M 1.8 - 30 km NW of Petersville, Alaska",Point,"[-151.1973, 62.6851, 82]"
7663,Feature,us7000nmew,4.4,"Maug Islands region, Northern Mariana Islands",1727724628145,1729952634040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000nmew,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000nmew&format=geojson,,,,,reviewed,0,298,us,7000nmew,",us7000nmew,",",us,",",origin,phase-data,",54.0,5.648,0.62,119.0,mb,earthquake,"M 4.4 - Maug Islands region, Northern Mariana Islands",Point,"[144.9069, 20.8568, 111.551]"
7664,Feature,hv74483272,2.08999991,"2 km W of Pāhala, Hawaii",1727724591390,1727724698990,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74483272,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74483272&format=geojson,,,,,automatic,0,67,hv,74483272,",hv74483272,",",hv,",",origin,phase-data,",38.0,0.043,0.140000001,147.0,md,earthquake,"M 2.1 - 2 km W of Pāhala, Hawaii",Point,"[-155.500335693359, 19.2051658630371, 30.2900009155273]"
7665,Feature,av93022679,-0.32,"85 km NNW of Karluk, Alaska",1727724583850,1727745069190,,https://earthquake.usgs.gov/earthquakes/eventpage/av93022679,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93022679&format=geojson,,,,,reviewed,0,0,av,93022679,",av93022679,",",av,",",origin,phase-data,",6.0,0.03432,0.15,141.0,ml,earthquake,"M -0.3 - 85 km NNW of Karluk, Alaska",Point,"[-155.004166666667, 58.282, 3.62]"
7666,Feature,nc75068676,0.77,"10 km WNW of Cobb, CA",1727724479860,1727728464384,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75068676,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75068676&format=geojson,,,,,automatic,0,9,nc,75068676,",nc75068676,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.00645,0.01,94.0,md,earthquake,"M 0.8 - 10 km WNW of Cobb, CA",Point,"[-122.830665588379, 38.8438339233398, 1.08000004291534]"
7667,Feature,us7000nhap,4.3,"16 km ESE of San Carlos, Chile",1727724317136,1730047612040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000nhap,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000nhap&format=geojson,,,,,reviewed,0,284,us,7000nhap,",us7000nhap,",",us,",",origin,phase-data,",32.0,0.457,0.6,124.0,mb,earthquake,"M 4.3 - 16 km ESE of San Carlos, Chile",Point,"[-71.7798, -36.4571, 94.267]"
7668,Feature,ak024clgpiaq,1.3,"11 km SSE of Petersville, Alaska",1727724254953,1727724398808,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024clgpiaq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024clgpiaq&format=geojson,,,,,automatic,0,26,ak,024clgpiaq,",ak024clgpiaq,",",ak,",",origin,phase-data,",,,1.12,,ml,earthquake,"M 1.3 - 11 km SSE of Petersville, Alaska",Point,"[-150.6941, 62.4017, 73.2]"
7669,Feature,ci40749047,1.26,"6 km ESE of Chula Vista, CA",1727724147030,1727729406748,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40749047,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40749047&format=geojson,,,,,reviewed,0,24,ci,40749047,",ci40749047,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",35.0,0.04952,0.26,112.0,ml,quarry blast,"M 1.3 Quarry Blast - 6 km ESE of Chula Vista, CA",Point,"[-116.9878333, 32.617, -0.36]"
7670,Feature,uu80083671,0.62,"8 km NW of Fayette, Utah",1727723614480,1727725304230,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80083671,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80083671&format=geojson,,,,,reviewed,0,6,uu,80083671,",uu80083671,",",uu,",",origin,phase-data,",8.0,0.1841,0.18,90.0,md,earthquake,"M 0.6 - 8 km NW of Fayette, Utah",Point,"[-111.937166666667, 39.2753333333333, 10.23]"
7671,Feature,ok2024tgfz,1.28,"5 km NNW of Mill Creek, Oklahoma",1727722858520,1727786458493,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024tgfz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024tgfz&format=geojson,,,,,reviewed,0,25,ok,2024tgfz,",ok2024tgfz,",",ok,",",origin,phase-data,",41.0,0.248351265,0.43,178.0,ml,quarry blast,"M 1.3 Quarry Blast - 5 km NNW of Mill Creek, Oklahoma",Point,"[-96.8435, 34.44866667, 0]"
7672,Feature,ok2024tgft,0.9,"5 km W of Cushing, Oklahoma",1727722419549,1727790240015,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024tgft,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024tgft&format=geojson,,,,,reviewed,0,12,ok,2024tgft,",ok2024tgft,",",ok,",",origin,phase-data,",33.0,0.01979611533,0.26,75.0,ml,earthquake,"M 0.9 - 5 km W of Cushing, Oklahoma",Point,"[-96.8245, 35.98466667, 6]"
7673,Feature,av93022674,-0.24,"11 km NE of King Cove, Alaska",1727722415040,1727744600930,,https://earthquake.usgs.gov/earthquakes/eventpage/av93022674,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93022674&format=geojson,,,,,reviewed,0,0,av,93022674,",av93022674,",",av,",",origin,phase-data,",4.0,0.02962,0.1,171.0,ml,earthquake,"M -0.2 - 11 km NE of King Cove, Alaska",Point,"[-162.207666666667, 55.1418333333333, 2.22]"
7674,Feature,ci40749023,0.83,"20 km ESE of Little Lake, CA",1727721356240,1727914141425,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40749023,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40749023&format=geojson,,,,,reviewed,0,11,ci,40749023,",ci40749023,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.06275,0.08,74.0,ml,earthquake,"M 0.8 - 20 km ESE of Little Lake, CA",Point,"[-117.6873333, 35.8926667, 9.42]"
7675,Feature,nc75068661,0.98,"7 km WNW of Cobb, CA",1727721196060,1727725176000,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75068661,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75068661&format=geojson,,,,,automatic,0,15,nc,75068661,",nc75068661,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.009095,0.01,46.0,md,earthquake,"M 1.0 - 7 km WNW of Cobb, CA",Point,"[-122.807830810547, 38.832332611084, 2.05999994277954]"
7676,Feature,hv74483177,1.34,"13 km S of Volcano, Hawaii",1727720752570,1727731789750,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74483177,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74483177&format=geojson,,,,,reviewed,0,28,hv,74483177,",hv74483177,",",hv,",",origin,phase-data,",28.0,0.04367,0.1,98.0,ml,earthquake,"M 1.3 - 13 km S of Volcano, Hawaii",Point,"[-155.257833333333, 19.3201666666667, 6.43]"
7677,Feature,us7000nhag,4.3,"69 km SSW of Puerto San José, Guatemala",1727720183678,1729954550040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000nhag,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000nhag&format=geojson,,,,,reviewed,0,284,us,7000nhag,",us7000nhag,",",us,",",origin,phase-data,",35.0,1.293,1.02,193.0,mb,earthquake,"M 4.3 - 69 km SSW of Puerto San José, Guatemala",Point,"[-90.9769, 13.3185, 35]"
